,0,1,2,3,4
0,0.7653061224489796,0.7067385444743935,0.6656804733727811,0.9059734513274337,0.528936266874351
1,0.9065934065934066,0.6721698113207548,0.951923076923077,0.6087885260909368,0.40489788854274833
2,0.6593406593406593,0.6864712966680048,0.7758620689655172,,0.5185044565593632
3,0.8418367346938775,0.7495711835334476,0.6923076923076924,0.7385976855003403,0.49981503115264797
4,0.5769230769230769,0.7528301886792453,0.9271978021978021,0.10324483775811209,0.47741541190723435
5,0.7653061224489796,0.6642619311875695,0.8144796380090499,0.9292035398230089,0.4674606265143648
6,0.625,0.8131615278416935,0.9148148148148147,0.5913113435237329,0.25
7,0.6887755102040817,0.7082374597330878,0.8653846153846154,0.8548672566371682,0.25
8,0.6887755102040817,0.6618287373004355,0.46153846153846156,0.48062252059810806,0.5536139235029421
9,0.6887755102040817,0.667534157449577,0.708041958041958,0.7720496894409937,0.5175752855659397
10,0.6887755102040817,0.8158750813272609,0.7298245614035088,0.6969026548672566,0.49908272758740047
11,0.8418367346938775,0.8450134770889489,0.9230769230769231,0.9911504424778761,0.49245954482519894
12,0.7857142857142857,0.772133526850508,0.7211538461538463,0.44601769911504424,0.5168419003115264
13,0.6122448979591836,0.6618287373004355,0.6933333333333332,0.6538839724680434,0.4921090775354794
14,0.625,0.6509433962264152,0.6057692307692307,0.688298918387414,0.5011584890965731
15,0.7142857142857143,0.8224195338512764,0.8999999999999999,0.5807522123893805,0.48670495846313605
16,0.9065934065934066,0.6990566037735849,0.5135802469135803,0.5380952380952381,0.47443643994461754
17,0.7857142857142857,0.6452830188679245,0.989010989010989,0.9736961451247165,0.49835475077881614
18,0.7857142857142857,0.8514150943396226,0.951923076923077,0.5349959774738536,0.4916980356524749
19,0.7417582417582418,0.7169811320754718,0.6346153846153847,0.8685045948203842,0.5097525095188646
20,0.75,0.8603773584905661,0.7912087912087913,0.37168141592920356,0.4826475424022153
21,0.7142857142857143,0.6452830188679246,0.6293706293706294,0.4831858407079646,0.4709068881966078
22,0.9890109890109889,0.8799313893653516,0.7428571428571429,0.6457142857142858,0.47779292142609897
